Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,Preferred Foot,Height
67,49,€10K,77,70,137lbs,€1.2M,21,68,67,75,67,Right,5'7
67,63,€5K,76,66,163lbs,€1.1M,21,68,65,73,62,Right,6'0
56,41,€2K,61,53,157lbs,€140K,22,52,54,63,44,Right,5'10
74,46,€20K,81,68,159lbs,€4M,23,77,77,81,44,Right,5'11
66,53,€2K,66,59,148lbs,€350K,32,67,63,71,53,Right,5'8
63,28,€4K,64,50,194lbs,€325K,26,51,34,72,26,Right,6'5
64,12,€2K,70,63,185lbs,€500K,23,14,25,31,35,Right,6'7
70,56,€2K,70,57,152lbs,€1.4M,27,72,69,63,74,Right,5'7
60,23,€500,77,47,134lbs,€325K,17,55,61,67,40,Left,5'9
65,60,€3K,71,64,161lbs,€750K,22,59,58,64,45,Right,5'11
55,33,€500,65,52,141lbs,€110K,19,54,45,64,44,Right,5'6
64,38,€6K,80,64,163lbs,€750K,18,60,60,64,55,Right,5'10
71,43,€10K,73,72,170lbs,€1.7M,25,68,66,81,63,Left,6'1
60,9,€2K,65,42,183lbs,€220K,24,12,6,22,34,Right,6'2
66,61,€3K,70,69,161lbs,€700K,24,53,58,75,60,Right,6'1
57,28,€1K,68,44,150lbs,€160K,19,53,54,62,38,Right,5'9
75,71,€20K,75,73,168lbs,€2.5M,33,79,74,75,80,Right,6'2
65,66,€8K,73,55,152lbs,€800K,22,65,64,67,51,Right,6'0
67,61,€5K,67,65,174lbs,€475K,33,66,64,61,70,Right,5'10
59,59,€2K,70,43,161lbs,€275K,20,61,63,52,48,Left,5'10
62,48,€2K,62,62,165lbs,€220K,28,66,59,69,52,Left,6'0
64,19,€4K,74,53,203lbs,€625K,22,25,14,40,14,Right,6'6
59,44,€500,76,62,154lbs,€275K,18,58,52,74,58,Right,5'8
81,78,€20K,81,85,150lbs,€10.5M,33,80,79,70,86,Right,5'7
61,39,€4K,74,55,165lbs,€375K,17,61,56,57,55,Right,5'7
73,40,€30K,74,70,165lbs,€2.7M,26,72,68,74,60,Right,5'9
48,39,€2K,54,50,172lbs,€45K,22,55,52,47,35,Right,6'3
69,67,€9K,69,64,170lbs,€475K,34,72,67,73,68,Right,5'10
59,60,€2K,72,57,154lbs,€275K,19,57,59,70,54,Left,5'10
64,35,€2K,65,60,181lbs,€400K,25,59,53,83,63,Left,6'1
68,40,€5K,68,65,161lbs,€725K,26,69,65,90,69,Right,5'11
72,76,€10K,75,68,165lbs,€2.7M,25,68,68,69,58,Right,6'1
72,11,€3K,72,69,172lbs,€1.2M,35,24,12,22,35,Right,6'2
67,12,€4K,67,59,176lbs,€525K,33,19,12,30,38,Right,6'0
69,42,€5K,71,64,163lbs,€1M,25,70,69,68,52,Right,5'10
77,70,€40K,84,70,165lbs,€8.5M,23,78,75,83,75,Right,6'0
62,60,€2K,78,51,154lbs,€550K,18,62,64,75,46,Left,5'10
54,49,€2K,66,56,161lbs,€130K,20,57,51,44,56,Right,5'9
88,15,€120K,88,80,207lbs,€9M,38,28,26,39,50,Right,6'3
74,64,€30K,77,73,159lbs,€4.3M,24,78,78,64,75,Right,5'11
62,50,€2K,70,57,172lbs,€400K,22,63,61,67,58,Right,6'1
62,32,€500,76,52,172lbs,€575K,19,69,61,71,59,Right,6'0
65,39,€4K,79,55,152lbs,€950K,19,65,67,66,47,Left,5'10
66,54,€4K,66,68,168lbs,€450K,29,50,54,71,62,Right,5'11
59,60,€2K,60,51,154lbs,€190K,26,63,58,65,47,Right,5'11
73,66,€20K,80,68,157lbs,€4.1M,22,76,80,77,75,Right,5'7
68,40,€10K,71,62,168lbs,€875K,25,65,66,61,52,Right,5'10
74,25,€15K,84,72,172lbs,€4.3M,19,70,66,78,58,Right,6'2
70,63,€15K,70,71,157lbs,€1M,29,72,69,77,66,Right,5'11
75,72,€40K,75,78,159lbs,€3.9M,29,77,74,82,74,Right,5'10
64,54,€3K,64,66,143lbs,€425K,27,58,64,55,49,Right,5'7
69,26,€6K,74,64,170lbs,€1.2M,22,50,55,69,27,Right,6'1
57,33,€2K,68,54,163lbs,€160K,19,41,60,57,37,Left,5'10
54,29,€500,70,51,154lbs,€130K,19,37,50,70,43,Left,5'9
62,59,€2K,62,68,150lbs,€275K,27,56,41,91,67,Left,5'7
67,49,€7K,68,64,183lbs,€825K,25,68,63,78,62,Right,6'0
66,24,€2K,82,72,150lbs,€1.1M,17,66,65,80,57,Right,5'9
70,21,€6K,70,63,174lbs,€1.1M,28,30,24,68,39,Right,6'2
60,35,€3K,60,58,170lbs,€150K,27,55,51,72,43,Right,6'1
67,67,€15K,72,64,168lbs,€1M,23,66,72,73,63,Right,5'8
72,56,€6K,79,78,150lbs,€3M,23,71,73,69,75,Right,5'9
66,56,€4K,69,69,170lbs,€775K,23,61,66,86,64,Right,6'0
64,19,€2K,77,56,157lbs,€750K,20,61,59,64,35,Left,5'11
72,41,€5K,79,68,148lbs,€2.6M,21,70,60,78,58,Right,5'7
57,19,€500,65,51,168lbs,€150K,22,22,13,24,40,Right,6'0
72,71,€5K,82,75,146lbs,€3.5M,20,75,76,74,58,Right,5'7
67,24,€4K,73,56,174lbs,€850K,21,60,60,73,57,Right,6'0
77,69,€20K,84,72,154lbs,€9.5M,21,79,81,80,69,Right,5'10
56,17,€500,63,54,183lbs,€120K,20,17,16,40,31,Right,6'0
66,31,€3K,66,61,159lbs,€400K,31,66,56,70,51,Right,5'9
66,20,€3K,70,62,176lbs,€675K,23,64,60,55,42,Right,6'0
70,12,€4K,72,65,161lbs,€1.3M,26,56,53,72,27,Right,6'1
70,66,€20K,82,76,150lbs,€2.4M,20,73,71,81,63,Right,5'7
81,58,€30K,84,84,165lbs,€17M,26,75,64,84,79,Right,6'0
68,43,€15K,69,64,179lbs,€825K,25,67,65,65,55,Left,6'2
72,63,€20K,75,75,174lbs,€2.2M,24,77,77,78,72,Right,5'11
64,47,€5K,75,57,161lbs,€575K,19,66,60,67,47,Left,5'9
69,48,€9K,76,70,165lbs,€1.2M,23,67,61,77,72,Left,5'9
72,20,€9K,78,71,183lbs,€2.5M,22,24,18,27,50,Right,6'3
61,22,€6K,70,54,165lbs,€300K,22,47,39,60,29,Right,5'9
64,40,€2K,65,60,139lbs,€500K,26,64,61,72,67,Right,5'6
75,64,€30K,76,77,157lbs,€4.8M,26,79,79,64,77,Right,6'0
70,66,€15K,70,72,165lbs,€1.4M,28,71,72,54,54,Right,5'11
66,66,€2K,75,67,148lbs,€975K,21,71,69,66,58,Right,5'8
73,54,€50K,73,67,163lbs,€2.8M,28,71,73,91,71,Right,5'10
68,48,€8K,70,66,163lbs,€875K,24,65,68,72,58,Left,5'9
64,18,€2K,64,63,176lbs,€350K,31,20,21,40,46,Right,6'1
60,19,€4K,60,63,181lbs,€130K,30,49,42,81,38,Right,5'10
71,68,€7K,72,63,174lbs,€2M,24,63,74,88,71,Right,6'2
68,24,€4K,68,69,190lbs,€725K,29,22,22,44,45,Right,6'0
70,26,€5K,73,64,181lbs,€1.4M,26,55,24,75,48,Right,6'2
79,47,€60K,83,78,154lbs,€11M,22,74,72,85,56,Right,6'0
63,53,€6K,73,47,154lbs,€525K,20,65,70,45,54,Left,5'11
69,69,€5K,69,63,165lbs,€1M,27,67,68,68,75,Right,5'11
61,34,€2K,64,63,165lbs,€230K,25,57,59,73,49,Left,5'11
54,57,€3K,62,47,176lbs,€110K,22,51,53,60,42,Right,5'11
69,68,€20K,69,65,161lbs,€1M,27,71,69,64,71,Right,5'9
80,82,€15K,80,76,183lbs,€12.5M,31,78,78,68,78,Left,6'0
72,62,€7K,72,74,137lbs,€1.7M,31,73,75,78,72,Right,5'8
69,74,€10K,81,72,159lbs,€1.8M,21,73,74,59,49,Right,5'8
58,54,€8K,80,45,141lbs,€275K,17,55,56,54,61,Right,5'9
70,59,€0,71,74,192lbs,€0,26,68,64,74,68,Right,6'2
67,65,€7K,70,62,154lbs,€900K,25,67,69,57,65,Right,5'11
73,41,€10K,73,68,179lbs,€2M,30,70,70,76,60,Right,6'2
75,35,€9K,80,69,187lbs,€4.7M,23,56,54,78,22,Left,6'3
62,12,€3K,66,56,190lbs,€325K,24,15,20,26,62,Right,6'1
78,75,€15K,78,73,154lbs,€8M,28,77,85,78,71,Right,5'11
70,69,€5K,70,74,181lbs,€1.4M,26,66,65,88,73,Left,5'10
71,34,€7K,71,63,179lbs,€1.1M,31,61,41,71,54,Right,6'1
72,34,€10K,72,65,154lbs,€1.6M,29,67,66,72,41,Left,5'9
69,67,€10K,77,62,190lbs,€1.4M,19,65,62,65,55,Right,6'1
56,45,€500,67,56,143lbs,€150K,18,59,61,82,49,Right,5'9
57,57,€2K,67,48,157lbs,€180K,19,56,52,53,47,Right,6'0
68,36,€3K,76,65,185lbs,€1.1M,22,60,53,68,49,Right,6'2
62,16,€1K,72,62,170lbs,€400K,21,35,23,26,40,Right,6'6
69,70,€20K,69,64,187lbs,€1M,28,64,58,62,60,Left,6'2
65,61,€2K,70,65,163lbs,€725K,23,57,62,77,49,Right,5'9
67,12,€4K,75,54,181lbs,€925K,23,15,16,31,18,Left,6'4
62,46,€2K,66,54,183lbs,€300K,24,58,56,77,45,Left,5'10
71,54,€20K,76,62,163lbs,€1.9M,23,68,72,79,64,Right,6'1
64,42,€7K,67,58,168lbs,€475K,24,60,43,65,52,Right,6'1
60,29,€500,73,50,150lbs,€300K,19,47,50,70,32,Left,5'8
52,57,€1K,68,48,141lbs,€100K,19,45,49,54,51,Right,5'9
60,57,€1K,67,57,170lbs,€275K,20,63,60,55,48,Left,6'0
67,66,€10K,67,66,176lbs,€750K,27,64,62,75,57,Right,6'2
66,60,€2K,66,61,172lbs,€625K,27,63,67,71,56,Right,5'11
84,57,€140K,87,80,179lbs,€29.5M,25,81,82,93,70,Left,5'11
63,23,€1K,63,57,187lbs,€250K,29,42,24,34,37,Right,6'2
65,19,€8K,73,59,168lbs,€675K,23,20,14,45,23,Right,6'2
55,46,€2K,67,38,154lbs,€130K,18,60,61,52,46,Right,5'11
62,33,€3K,63,51,168lbs,€275K,26,63,58,68,67,Right,6'2
68,40,€10K,69,65,172lbs,€850K,24,65,65,79,40,Right,5'10
69,19,€9K,69,63,154lbs,€450K,33,51,47,75,50,Right,6'1
71,58,€0,71,63,141lbs,€0,28,78,72,78,72,Left,5'9
67,64,€5K,67,66,159lbs,€600K,31,67,65,51,70,Right,5'9
67,49,€15K,67,65,174lbs,€500K,30,67,63,80,57,Left,5'11
70,26,€15K,80,53,165lbs,€1.9M,21,67,65,78,39,Right,6'1
65,64,€5K,72,64,183lbs,€750K,23,61,64,73,63,Right,6'4
68,63,€15K,68,65,159lbs,€850K,29,66,71,71,58,Right,5'10
65,69,€2K,68,61,148lbs,€700K,24,61,65,68,55,Right,5'9
68,16,€15K,68,71,183lbs,€725K,29,15,19,35,14,Right,6'2
58,40,€500,60,47,172lbs,€130K,26,54,48,48,43,Right,6'4
66,58,€3K,71,62,154lbs,€850K,22,68,70,55,51,Right,5'6
57,60,€1K,63,55,159lbs,€170K,22,55,62,62,54,Right,5'11
70,67,€7K,74,67,168lbs,€1.8M,23,68,69,55,58,Right,5'9
53,47,€3K,59,31,165lbs,€80K,21,52,57,47,46,Right,6'0
64,66,€3K,67,61,148lbs,€575K,23,60,62,62,59,Right,5'10
70,21,€10K,70,63,170lbs,€1.1M,28,44,26,66,34,Right,5'11
65,53,€2K,71,61,165lbs,€725K,23,69,67,83,60,Right,5'10
68,61,€4K,68,67,148lbs,€875K,26,66,65,91,64,Right,5'7
53,55,€500,70,38,154lbs,€110K,16,52,60,50,48,Right,5'9
64,52,€9K,69,61,154lbs,€575K,24,67,64,54,66,Right,5'11
67,46,€8K,70,62,143lbs,€750K,25,63,64,74,62,Left,5'7
64,30,€2K,64,64,174lbs,€300K,30,55,44,75,53,Right,6'0
70,45,€20K,70,66,181lbs,€1.1M,27,67,63,80,50,Left,5'9
66,50,€5K,66,60,157lbs,€500K,32,75,65,61,59,Right,5'8
79,72,€40K,80,75,141lbs,€11.5M,25,82,79,94,78,Right,5'7
65,67,€5K,66,57,187lbs,€625K,25,62,55,62,49,Right,6'0
64,59,€4K,64,53,159lbs,€425K,27,63,65,72,56,Right,5'9
69,37,€10K,70,69,165lbs,€950K,27,67,65,82,62,Right,6'1
68,74,€15K,68,65,159lbs,€700K,32,72,64,76,42,Right,5'9
79,50,€20K,83,67,179lbs,€11M,25,66,55,75,40,Right,6'3
67,31,€15K,68,64,181lbs,€675K,27,58,40,71,53,Right,6'2
61,64,€500,68,64,146lbs,€325K,20,61,64,65,54,Left,5'9
62,56,€3K,67,56,154lbs,€375K,23,61,65,70,59,Right,5'8
61,31,€1K,65,55,190lbs,€250K,23,48,31,66,34,Right,6'1
64,64,€5K,71,58,165lbs,€625K,23,66,63,63,66,Right,6'0
75,65,€20K,80,70,190lbs,€4.7M,22,75,72,83,71,Right,6'3
65,21,€3K,65,68,150lbs,€450K,26,62,60,55,58,Right,5'9
75,31,€1K,76,67,194lbs,€3.6M,28,54,49,52,43,Right,6'3
57,36,€4K,67,51,139lbs,€170K,21,56,58,61,50,Left,5'9
64,60,€3K,65,51,163lbs,€500K,25,59,62,82,56,Left,6'2
65,62,€5K,65,69,179lbs,€550K,27,63,49,71,43,Right,6'2
63,20,€1K,66,65,165lbs,€350K,26,15,15,29,65,Right,5'8
75,13,€30K,75,69,192lbs,€3.5M,29,21,12,28,21,Right,6'3
70,68,€8K,70,71,139lbs,€1.3M,28,69,70,33,62,Right,5'7
73,63,€10K,79,68,159lbs,€3.9M,22,76,80,65,70,Left,5'7
57,43,€500,57,54,165lbs,€70K,31,56,52,54,55,Right,5'10
71,64,€8K,71,74,154lbs,€1.7M,27,74,72,85,68,Right,5'10
65,62,€2K,66,65,163lbs,€600K,26,63,58,91,63,Right,5'10
75,77,€50K,80,70,168lbs,€5.5M,22,79,83,66,67,Right,5'11
58,14,€3K,75,50,176lbs,€230K,18,16,11,44,33,Right,6'4
62,62,€2K,75,62,183lbs,€500K,19,55,53,61,50,Right,6'4
63,32,€1K,72,59,150lbs,€450K,20,60,54,80,58,Right,5'10
65,56,€3K,65,69,141lbs,€475K,29,62,68,53,57,Right,5'6
61,59,€2K,63,62,161lbs,€275K,24,58,60,49,55,Right,5'10
61,33,€3K,61,57,157lbs,€190K,26,61,58,75,48,Right,6'0
72,12,€6K,72,70,172lbs,€1.5M,33,22,11,18,52,Right,6'0
54,9,€500,68,34,172lbs,€120K,16,18,13,27,23,Right,6'0
72,52,€6K,72,69,154lbs,€650K,34,72,63,76,65,Right,5'10
68,21,€2K,70,62,190lbs,€850K,26,48,31,57,33,Right,6'5
71,11,€5K,71,68,203lbs,€1.3M,31,24,11,36,44,Right,6'4
76,48,€50K,80,74,168lbs,€6M,23,77,77,84,72,Left,6'2
59,30,€1K,67,51,170lbs,€200K,20,54,51,42,49,Left,6'2
72,65,€10K,77,70,154lbs,€2.8M,21,74,79,74,59,Left,5'10
75,75,€20K,75,77,165lbs,€2.7M,33,76,74,64,76,Right,6'1
73,69,€30K,80,68,130lbs,€4M,21,68,75,84,64,Right,5'6
70,67,€9K,70,69,154lbs,€1.4M,27,72,70,72,60,Right,5'11
75,37,€15K,75,73,168lbs,€3.1M,28,74,75,83,58,Left,6'0
74,34,€30K,80,71,168lbs,€3.9M,21,70,68,69,48,Right,6'0
73,32,€50K,73,70,183lbs,€1.7M,32,61,58,76,45,Left,6'4
51,28,€500,60,46,161lbs,€60K,20,37,50,57,36,Left,5'9
64,62,€500,64,67,163lbs,€350K,32,62,66,70,53,Right,5'11
74,72,€40K,74,75,176lbs,€3.4M,28,69,75,67,68,Right,6'1
66,39,€3K,67,55,168lbs,€600K,25,53,41,70,41,Right,6'4
64,44,€10K,76,57,132lbs,€775K,21,66,66,54,61,Right,5'7
72,44,€3K,87,65,181lbs,€3.6M,16,72,67,65,66,Right,6'2
71,33,€1K,71,74,159lbs,€1.3M,28,67,69,76,52,Right,5'10
69,60,€10K,76,69,146lbs,€1.4M,20,67,68,70,65,Right,5'7
73,30,€10K,73,65,183lbs,€2.4M,27,57,54,60,55,Left,6'3
63,55,€4K,64,53,128lbs,€400K,24,64,67,55,65,Right,5'7
74,25,€40K,74,67,198lbs,€2.2M,31,73,69,76,62,Right,6'3
64,38,€5K,73,52,179lbs,€575K,20,72,55,72,47,Right,6'0
70,57,€10K,70,72,161lbs,€875K,31,67,65,77,59,Right,5'9
66,40,€2K,66,72,150lbs,€350K,32,66,65,78,51,Right,5'7
70,19,€20K,78,62,187lbs,€1.7M,21,62,60,65,40,Right,6'3
60,21,€2K,68,51,165lbs,€240K,21,47,32,57,33,Left,6'3
72,38,€15K,73,61,181lbs,€2M,27,53,50,73,53,Right,6'2
65,62,€5K,65,68,161lbs,€500K,30,67,67,62,56,Right,5'7
70,33,€8K,71,68,181lbs,€1.3M,26,65,58,77,60,Right,6'2
52,51,€1K,60,35,163lbs,€70K,21,52,55,45,42,Right,5'11
71,13,€20K,75,68,165lbs,€1.8M,25,25,12,34,52,Left,6'1
62,65,€3K,81,54,121lbs,€550K,16,66,65,42,61,Right,5'7
64,62,€9K,71,58,170lbs,€625K,22,60,63,68,48,Right,6'2
69,70,€20K,72,68,183lbs,€1.3M,25,69,63,85,55,Right,6'0
77,61,€100K,77,73,168lbs,€6.5M,29,76,74,89,79,Right,5'11
76,71,€10K,76,73,150lbs,€5M,29,75,76,70,78,Right,5'8
54,51,€500,60,52,150lbs,€100K,23,54,52,57,50,Right,5'10
66,70,€2K,66,57,159lbs,€250K,35,65,66,50,55,Right,5'7
72,38,€15K,73,67,179lbs,€2M,27,66,58,70,59,Right,6'1
63,24,€3K,63,53,170lbs,€300K,24,47,22,47,35,Right,5'10
69,60,€6K,69,59,130lbs,€950K,29,66,68,64,72,Right,5'6
67,49,€8K,81,58,185lbs,€1.5M,19,68,60,65,70,Right,6'2
64,54,€3K,69,55,143lbs,€575K,21,64,66,64,65,Right,5'8
55,33,€1K,58,51,150lbs,€90K,25,48,47,75,45,Left,5'6
65,24,€3K,69,62,159lbs,€575K,24,60,57,53,49,Right,5'11
65,41,€5K,67,52,163lbs,€550K,24,59,56,69,22,Right,5'10
64,70,€3K,71,56,161lbs,€625K,20,71,68,56,41,Right,6'0
56,28,€4K,71,52,172lbs,€190K,19,42,50,60,34,Right,6'1
59,55,€4K,59,43,159lbs,€160K,26,66,64,46,51,Left,5'11
69,39,€7K,69,69,165lbs,€650K,31,65,63,83,58,Left,6'0
64,16,€3K,67,59,183lbs,€450K,26,22,18,31,26,Right,6'1
68,74,€8K,68,63,179lbs,€750K,31,65,63,67,58,Right,5'11
71,44,€8K,71,67,161lbs,€1.3M,27,67,61,77,53,Right,5'10
59,62,€5K,71,49,152lbs,€275K,20,63,57,55,54,Right,6'1
75,51,€20K,78,71,161lbs,€4.4M,23,76,72,84,72,Right,5'8
50,8,€500,65,42,168lbs,€60K,18,15,14,20,21,Left,6'2
59,34,€2K,79,46,168lbs,€275K,18,55,58,56,50,Left,6'0
66,31,€4K,66,55,194lbs,€275K,33,55,41,51,49,Left,6'4
76,25,€40K,76,69,185lbs,€3.8M,30,63,36,63,49,Left,6'2
62,39,€1K,70,57,154lbs,€350K,20,53,35,65,21,Right,5'11
69,68,€0,81,70,179lbs,€0,19,64,70,70,63,Right,6'2
71,24,€10K,78,69,154lbs,€2M,21,64,63,66,67,Right,5'10
68,24,€5K,72,52,183lbs,€950K,23,52,48,65,51,Right,6'2
72,67,€5K,72,67,161lbs,€2M,30,70,71,78,60,Right,5'11
70,47,€6K,70,63,128lbs,€925K,30,65,67,73,66,Right,5'6
66,52,€3K,73,65,165lbs,€875K,23,66,64,69,64,Right,6'0
51,43,€500,63,51,170lbs,€70K,19,56,52,55,51,Right,6'0
62,59,€3K,68,57,154lbs,€400K,22,65,67,60,57,Right,5'9
62,54,€3K,62,69,172lbs,€230K,32,58,57,74,61,Right,5'10
53,29,€3K,70,56,132lbs,€100K,18,41,54,63,40,Left,5'11
60,57,€5K,75,61,150lbs,€425K,20,59,63,57,58,Right,5'8
61,35,€1K,68,52,172lbs,€275K,22,56,50,70,45,Left,6'0
60,18,€3K,72,59,168lbs,€300K,21,15,14,31,31,Right,6'4
49,5,€2K,59,42,183lbs,€40K,18,19,7,49,24,Right,6'0
53,40,€2K,68,53,154lbs,€110K,17,55,53,66,52,Left,5'10
71,20,€7K,71,75,181lbs,€1.2M,32,15,14,33,45,Right,6'2
69,16,€5K,80,59,192lbs,€1.6M,21,22,20,28,51,Right,6'3
71,71,€10K,71,75,161lbs,€1.6M,30,70,68,74,67,Right,6'0
54,43,€6K,68,54,161lbs,€160K,20,53,54,48,48,Right,5'11
64,22,€2K,73,58,165lbs,€575K,20,46,37,66,34,Right,6'1
66,70,€3K,71,66,172lbs,€850K,22,61,55,65,48,Right,6'1
75,27,€20K,75,57,183lbs,€3.2M,28,68,46,53,49,Left,6'2
54,20,€500,63,57,152lbs,€100K,21,20,14,25,50,Right,6'0
64,39,€2K,68,65,157lbs,€475K,23,63,61,75,35,Right,5'10
58,64,€2K,72,46,148lbs,€300K,20,49,62,51,53,Right,5'10
79,79,€30K,79,76,163lbs,€7M,33,80,77,75,71,Right,5'9
61,53,€1K,75,42,154lbs,€450K,18,65,67,52,60,Right,6'0
66,29,€500,67,51,172lbs,€575K,27,47,52,69,40,Left,6'0
62,33,€1K,63,58,154lbs,€275K,25,47,41,59,39,Right,6'0
73,68,€10K,73,74,161lbs,€2.8M,28,72,73,66,71,Right,6'0
69,63,€7K,69,76,161lbs,€950K,30,71,64,67,67,Right,5'10
68,54,€2K,80,64,170lbs,€1.5M,20,69,67,68,66,Right,6'0
56,32,€3K,66,48,146lbs,€120K,18,41,53,55,41,Right,5'9
70,58,€10K,71,66,150lbs,€1.6M,26,75,73,62,68,Right,5'8
64,28,€3K,79,62,148lbs,€800K,19,65,66,70,52,Right,5'9
69,37,€9K,69,66,157lbs,€775K,28,65,63,66,60,Right,5'10
68,37,€6K,68,61,183lbs,€150K,35,49,44,31,29,Right,6'4
74,36,€15K,78,67,163lbs,€3.7M,22,66,72,76,53,Right,5'11
62,37,€1K,76,59,154lbs,€525K,19,63,60,70,51,Right,6'1
65,60,€4K,68,67,154lbs,€700K,24,64,62,67,60,Right,5'9
62,66,€2K,62,52,185lbs,€275K,30,61,62,52,48,Right,6'2
64,34,€5K,71,58,152lbs,€525K,23,61,55,70,61,Right,5'9
68,42,€10K,77,52,168lbs,€1.2M,22,64,62,71,58,Left,6'0
57,18,€500,62,53,183lbs,€140K,22,22,21,24,26,Right,6'3
64,61,€2K,65,58,152lbs,€525K,24,65,63,76,60,Right,5'10
58,46,€1K,65,52,134lbs,€190K,20,62,64,67,54,Right,5'8
56,47,€500,70,38,157lbs,€210K,19,49,60,76,51,Right,5'9
69,66,€7K,84,67,150lbs,€2M,18,66,71,71,58,Right,5'7
54,31,€2K,58,53,157lbs,€80K,24,37,49,64,41,Right,5'9
64,42,€9K,82,61,157lbs,€750K,18,70,54,56,69,Right,5'9
67,65,€8K,77,73,165lbs,€1M,18,66,64,68,59,Right,6'0
65,44,€4K,66,61,183lbs,€475K,28,58,53,72,45,Right,6'1
67,13,€15K,71,64,183lbs,€775K,25,14,20,30,20,Left,6'2
65,11,€2K,65,57,179lbs,€300K,35,11,21,33,33,Right,6'1
64,59,€5K,69,64,187lbs,€600K,24,66,63,64,52,Left,6'0
65,62,€5K,65,62,163lbs,€300K,32,47,60,71,43,Left,6'2
72,66,€8K,72,68,168lbs,€2.2M,27,74,75,82,58,Right,6'0
52,22,€1K,68,44,172lbs,€80K,17,44,30,60,32,Right,6'0
70,34,€10K,70,60,194lbs,€1M,29,58,60,71,54,Right,6'4
74,49,€15K,88,70,161lbs,€6M,17,64,62,79,62,Left,6'0
62,25,€1K,76,52,170lbs,€525K,19,53,40,62,28,Right,6'2
75,63,€40K,75,70,161lbs,€3.8M,30,76,78,73,79,Left,5'8
68,29,€7K,70,57,176lbs,€900K,24,57,41,68,60,Right,6'1
65,22,€2K,65,68,168lbs,€250K,34,68,60,67,63,Right,5'11
68,19,€0,70,66,179lbs,€0,27,23,19,20,33,Right,6'1
61,26,€4K,67,53,157lbs,€275K,21,53,38,67,32,Left,5'9
71,74,€15K,79,64,159lbs,€2.5M,21,68,68,58,59,Right,6'0
70,59,€20K,87,64,170lbs,€2.5M,17,73,72,56,72,Left,6'1
74,35,€30K,74,71,187lbs,€2.8M,27,67,56,70,62,Left,6'2
66,63,€2K,66,67,172lbs,€625K,27,66,62,83,61,Right,6'1
65,62,€6K,66,62,148lbs,€600K,25,62,64,61,59,Right,5'9
76,68,€30K,76,80,154lbs,€4.3M,31,80,82,60,73,Left,5'9
62,16,€2K,69,50,154lbs,€350K,22,24,18,22,30,Right,6'1
67,24,€5K,78,58,187lbs,€1.1M,22,42,38,74,24,Right,6'3
62,30,€1K,67,55,141lbs,€325K,24,44,62,58,41,Left,5'7
72,59,€15K,73,74,148lbs,€2M,25,70,71,76,49,Right,5'7
68,54,€20K,83,62,154lbs,€1.7M,18,73,71,77,70,Right,5'11
75,68,€40K,75,74,152lbs,€3.9M,28,77,77,75,73,Left,5'7
71,21,€7K,75,68,201lbs,€1.8M,23,51,33,56,38,Right,6'3
67,34,€15K,67,60,187lbs,€625K,28,24,28,73,61,Right,6'2
75,48,€20K,75,67,187lbs,€3.2M,28,59,61,54,51,Left,6'1
66,14,€9K,73,62,181lbs,€750K,23,34,11,34,30,Left,6'2
70,28,€8K,70,65,181lbs,€1M,29,64,24,61,57,Right,6'3
58,42,€2K,69,50,159lbs,€230K,21,61,51,61,60,Right,5'10
71,57,€9K,71,59,170lbs,€950K,32,61,58,83,67,Right,6'1
70,46,€7K,80,66,150lbs,€1.9M,19,80,76,67,74,Right,5'10
66,19,€500,66,73,170lbs,€0,38,48,43,33,29,Right,5'10
67,58,€6K,67,65,172lbs,€650K,30,67,68,72,70,Left,5'11
67,63,€7K,74,64,165lbs,€1M,21,64,71,72,54,Right,5'11
64,42,€7K,77,55,154lbs,€750K,20,66,63,60,58,Right,5'10
62,15,€1K,64,55,194lbs,€275K,27,16,15,34,47,Right,6'3
59,40,€3K,69,62,152lbs,€220K,21,59,54,62,60,Right,5'9
69,45,€9K,69,60,183lbs,€800K,28,60,61,75,55,Left,6'2
79,40,€80K,79,77,172lbs,€7.5M,29,66,38,74,55,Right,6'5
63,63,€7K,79,58,150lbs,€650K,17,69,66,55,59,Right,5'9
62,50,€1K,67,58,168lbs,€375K,24,60,57,75,67,Left,5'10
69,12,€4K,69,72,192lbs,€825K,30,14,20,28,47,Right,6'2
64,62,€3K,76,54,163lbs,€675K,18,58,63,63,52,Right,5'10
79,75,€60K,79,76,185lbs,€8.5M,31,79,80,75,78,Right,5'10
73,66,€10K,73,73,148lbs,€1.5M,34,69,72,67,81,Right,5'7
63,38,€3K,74,58,165lbs,€500K,20,45,61,66,44,Left,5'10
66,49,€4K,69,58,159lbs,€650K,25,64,57,74,58,Right,5'11
76,36,€30K,77,61,183lbs,€4.7M,28,61,25,52,46,Right,6'1
60,26,€2K,70,61,152lbs,€250K,20,65,61,48,61,Left,5'9
64,55,€1K,74,58,134lbs,€625K,19,67,68,65,65,Right,5'5
60,63,€1K,60,56,179lbs,€100K,34,63,63,61,59,Left,6'1
56,21,€2K,65,44,161lbs,€140K,22,45,55,55,41,Right,5'8
75,60,€20K,75,82,150lbs,€3.1M,28,73,76,84,73,Left,5'9
64,48,€2K,64,57,185lbs,€300K,30,58,49,55,37,Right,6'0
68,29,€15K,68,60,181lbs,€650K,29,57,42,70,47,Right,6'0
69,11,€10K,69,67,165lbs,€800K,31,22,12,19,14,Right,6'0
