Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,PreferredFoot,Height
71,56,19,85,64,29,82,19,70,74,62,68,1,10
66,66,17,70,62,26,155,24,65,61,74,40,0,9
50,26,26,67,48,16,137,17,42,43,62,36,0,5
58,38,17,68,61,16,59,20,56,60,57,54,1,8
66,34,17,72,65,20,147,21,59,50,71,38,0,10
68,28,31,72,65,21,163,25,67,51,76,63,1,8
62,64,13,62,63,23,68,31,55,54,73,48,1,8
63,55,17,63,62,23,56,33,63,57,70,64,1,6
76,33,19,77,75,22,142,26,75,71,90,78,1,0
83,73,4,85,82,22,73,25,84,81,90,80,1,9
64,58,17,64,67,20,115,28,64,54,90,54,1,9
75,69,0,75,71,26,0,27,78,75,62,79,1,10
67,62,35,69,64,18,158,25,69,70,64,65,1,7
67,36,33,70,58,17,149,25,59,60,72,47,1,7
61,15,17,67,51,39,74,24,18,16,45,18,1,12
71,75,25,74,65,26,42,25,64,64,74,53,1,10
68,59,2,76,58,14,3,21,72,76,68,63,0,6
66,56,33,75,51,14,165,21,66,70,51,71,0,0
54,38,13,68,48,20,21,19,55,50,63,39,1,1
58,64,26,58,45,6,21,30,54,57,52,40,1,1
65,54,22,65,70,20,111,28,62,61,75,55,1,0
75,38,8,82,78,22,134,22,73,66,71,53,1,9
78,75,19,78,77,28,135,28,78,71,76,73,1,9
53,11,13,65,42,30,154,18,21,16,21,36,1,11
65,25,2,67,59,23,127,26,57,27,67,35,0,1
56,63,17,70,37,16,39,17,61,60,46,49,0,10
70,31,2,74,63,30,5,23,55,58,68,40,1,11
64,58,17,72,53,18,139,22,68,65,55,67,1,1
58,54,26,66,52,22,52,20,57,52,65,51,1,11
71,30,8,72,71,20,5,26,70,57,65,53,0,1
65,18,17,77,54,15,149,19,11,16,34,50,1,1
59,6,13,62,42,18,31,25,14,11,26,30,1,0
55,51,17,67,51,29,27,19,59,57,60,59,0,10
58,22,13,68,47,21,39,20,62,48,63,33,1,8
70,68,19,70,67,10,1,32,72,71,61,70,0,5
73,72,37,73,71,25,101,27,64,66,78,58,1,10
70,42,31,73,65,25,4,25,67,68,81,59,1,11
58,22,13,64,54,15,31,20,44,35,64,29,1,0
60,59,17,65,59,16,68,23,53,56,63,62,1,8
74,74,14,83,66,10,123,21,79,80,80,68,1,6
67,63,29,77,61,18,2,20,71,74,66,60,0,7
69,60,8,69,59,19,41,27,67,68,71,66,1,0
64,18,22,70,60,24,125,24,51,41,69,31,0,14
72,73,8,72,76,25,43,27,66,64,75,59,1,11
67,59,8,67,63,8,130,28,66,69,80,54,1,0
64,8,22,68,59,28,121,25,23,12,43,39,1,12
70,62,33,70,74,18,1,31,70,65,55,74,0,8
65,46,25,65,54,8,130,27,65,67,74,63,0,5
45,11,17,45,38,23,141,46,22,11,32,17,1,10
73,82,14,73,73,30,46,31,65,53,67,54,1,9
67,56,37,75,63,16,163,20,68,66,77,49,0,7
65,51,17,75,62,18,157,21,58,62,81,65,1,1
75,56,14,75,68,24,79,29,67,51,69,53,1,10
75,70,37,79,67,18,123,23,71,79,68,66,1,0
70,40,14,70,65,28,1,26,70,72,73,50,0,9
72,29,22,79,65,19,47,22,60,54,60,45,0,1
65,33,17,73,59,26,140,23,41,34,68,26,1,11
72,52,35,72,65,18,6,29,71,70,81,46,0,7
66,61,25,68,61,19,149,25,67,65,70,66,0,0
74,43,14,74,69,13,45,30,69,65,83,58,1,8
55,21,17,65,40,35,11,18,50,36,53,36,0,13
62,56,25,73,51,15,121,20,73,69,54,51,1,8
61,20,13,69,62,18,88,20,50,41,68,33,1,9
63,44,22,67,60,13,118,22,64,62,76,60,1,6
75,59,8,78,67,14,103,25,75,68,83,50,0,0
68,21,2,78,67,33,2,20,57,45,59,42,1,12
69,67,35,74,66,24,3,23,70,73,62,59,1,1
64,64,25,73,60,23,140,21,63,61,60,54,1,8
61,40,13,61,56,26,62,27,60,53,76,60,1,1
59,45,26,59,59,13,18,28,57,62,62,55,0,7
69,64,29,69,67,16,150,32,69,63,60,71,1,7
69,35,25,76,58,32,2,21,54,60,62,34,0,12
64,32,25,77,55,22,138,18,53,48,74,52,0,11
66,65,8,66,60,31,140,26,70,68,74,65,1,15
62,40,13,68,58,11,93,22,61,63,72,53,0,1
72,18,8,72,73,25,4,34,17,14,41,44,1,13
53,41,17,60,53,8,154,22,58,60,48,45,0,5
73,65,35,79,67,19,87,21,74,73,81,71,1,1
69,13,31,75,73,30,2,24,22,14,34,48,1,11
75,62,2,76,72,28,87,25,75,74,83,67,0,10
60,31,17,64,51,21,52,24,64,61,70,51,1,0
70,49,37,71,69,34,2,27,71,67,71,64,1,9
62,63,22,62,65,25,34,33,61,63,62,52,1,11
56,14,13,68,54,16,31,21,20,16,22,15,0,0
66,31,35,66,63,23,118,29,58,67,82,46,1,0
57,58,22,77,59,17,62,17,58,60,60,49,0,1
71,57,31,74,69,19,7,24,69,74,85,72,0,1
70,56,33,74,66,31,5,24,58,54,69,49,1,11
64,20,13,70,61,22,125,22,17,11,33,21,0,9
72,74,8,72,71,34,78,30,70,65,72,60,0,14
82,59,4,82,85,20,142,34,80,71,69,85,1,11
64,26,17,64,62,28,95,27,55,47,74,59,1,1
58,55,17,58,57,19,18,31,63,60,76,61,1,8
68,53,17,68,63,16,163,26,66,68,68,73,1,6
73,38,14,74,69,20,48,27,67,49,73,63,1,9
64,58,25,73,63,26,140,21,64,63,81,57,1,9
70,57,2,70,67,23,3,27,69,72,83,69,1,9
69,69,29,74,71,18,4,24,69,70,72,55,1,0
71,73,14,71,72,23,5,30,71,71,80,60,1,9
68,32,25,75,58,12,1,22,53,46,68,33,1,1
71,15,2,73,70,38,6,27,25,15,39,51,1,14
67,68,31,74,66,25,41,21,64,59,75,57,1,15
60,25,29,77,53,10,95,19,55,57,68,38,1,8
59,64,17,68,54,20,59,19,57,51,55,56,1,1
76,66,0,76,75,21,0,31,77,83,64,75,1,7
55,27,26,56,50,18,154,26,48,51,49,51,0,0
63,65,13,76,59,23,136,19,66,60,60,46,0,9
63,60,17,69,55,19,118,23,60,62,53,49,1,9
83,60,1,83,81,34,33,29,74,70,79,65,0,11
59,26,29,71,56,24,56,18,38,36,51,35,1,10
61,53,17,61,56,20,31,30,60,58,80,43,1,0
67,23,31,78,63,23,41,19,52,28,73,30,1,1
52,37,25,70,50,16,11,18,56,53,53,49,1,1
58,59,29,68,53,3,59,20,61,58,68,46,1,6
71,48,8,74,67,28,8,24,59,56,66,56,1,12
66,52,22,68,63,25,138,25,62,58,75,56,1,9
74,32,2,76,73,25,82,25,64,60,77,60,1,1
64,26,29,84,56,21,149,17,45,36,63,38,0,12
71,54,2,75,60,21,8,25,67,66,79,63,1,1
57,54,17,70,52,11,52,18,57,58,62,43,1,0
66,50,29,71,65,24,155,22,64,69,70,54,1,6
62,22,25,64,57,25,74,26,33,35,61,39,1,10
63,30,22,66,63,16,95,25,63,44,76,54,0,8
68,42,29,68,70,17,130,31,61,59,81,63,1,0
60,29,13,72,53,22,88,20,35,56,71,39,1,7
62,59,17,62,61,21,88,26,64,58,65,59,1,8
62,25,13,72,57,16,111,20,52,56,69,45,0,8
73,41,14,76,68,26,50,25,73,75,87,68,1,9
69,65,37,74,59,20,4,23,73,74,68,66,1,9
82,42,36,84,77,31,54,26,75,63,77,71,1,10
56,15,26,75,53,32,37,18,14,13,26,25,1,11
70,48,29,75,57,16,5,23,64,60,72,43,1,5
56,15,13,61,54,24,18,24,17,16,27,35,1,10
64,22,17,64,58,17,88,30,51,41,72,39,1,0
66,24,25,67,64,23,136,26,47,22,64,22,1,11
63,39,22,63,51,21,68,29,55,60,80,52,0,9
70,28,8,81,57,35,8,19,67,52,65,34,1,9
70,65,35,71,67,6,5,25,70,70,73,60,0,7
61,57,22,70,59,26,95,21,60,63,60,57,0,9
83,73,4,88,79,15,90,21,84,86,75,76,1,6
60,32,13,68,56,16,56,19,53,61,56,47,0,8
75,13,14,75,74,29,79,32,24,14,38,47,1,12
64,44,25,65,63,29,111,27,58,55,76,49,1,1
51,5,26,71,45,21,145,17,18,5,25,34,1,10
65,20,17,79,63,21,1,20,19,19,32,47,0,14
64,11,29,66,59,27,115,25,30,23,31,12,1,12
62,41,13,62,52,24,31,32,62,60,60,59,1,1
62,16,22,62,52,27,65,28,30,21,55,59,1,10
60,40,13,69,58,15,68,20,58,61,51,42,0,6
63,21,29,73,55,31,121,22,20,15,30,22,0,15
67,64,35,70,64,23,161,23,63,68,85,55,1,5
61,54,25,67,47,11,88,23,63,66,52,50,1,6
60,5,22,73,48,24,93,20,17,8,32,36,1,9
66,67,29,80,61,18,2,18,68,71,75,52,1,7
79,77,30,84,77,20,20,22,79,78,76,77,0,9
68,63,31,77,67,21,3,21,71,71,77,69,1,0
73,69,0,74,72,21,0,26,74,75,79,71,1,6
70,63,22,80,64,18,78,19,73,72,76,69,1,1
59,48,13,66,50,18,39,21,47,55,72,50,0,8
57,40,25,57,40,18,15,24,64,53,41,43,1,1
71,70,19,77,69,29,44,21,68,67,61,52,1,9
67,43,31,67,63,22,111,32,64,60,70,55,0,10
70,14,2,77,63,31,6,22,35,18,37,41,1,11
61,31,25,62,55,6,56,26,56,54,61,34,0,7
62,59,17,74,55,16,115,18,65,71,46,68,0,8
56,13,26,68,57,18,31,20,24,18,42,22,1,9
68,33,2,68,69,27,140,28,60,58,81,67,1,11
59,59,13,71,54,20,65,18,59,65,58,41,0,7
55,24,13,72,52,18,27,18,52,57,57,33,1,1
62,63,17,72,51,20,115,19,66,65,56,50,0,9
68,40,37,68,60,26,98,33,46,57,49,58,1,9
64,31,25,64,58,28,88,30,60,47,82,48,1,11
62,46,17,62,59,26,21,33,49,44,67,43,1,10
70,34,29,70,68,16,0,36,58,47,60,41,1,9
62,47,22,69,50,16,111,21,68,69,63,59,0,10
71,52,8,72,68,5,9,25,73,78,71,64,1,6
70,52,14,70,71,15,41,28,64,61,67,59,0,8
57,45,13,69,55,20,37,18,60,59,59,58,1,0
72,45,14,72,72,17,3,31,67,68,89,53,0,6
65,57,25,65,67,26,127,27,63,64,75,62,1,13
54,51,25,77,53,16,27,17,50,52,41,51,1,7
67,47,33,67,69,22,132,28,70,63,68,63,1,8
78,18,8,78,73,32,151,29,13,22,29,56,1,12
64,21,13,73,54,20,132,22,39,33,62,51,1,10
71,51,2,71,64,29,2,30,47,25,74,47,1,10
72,72,35,72,67,20,43,27,72,74,71,66,1,1
60,69,13,72,50,13,88,19,62,59,60,43,1,1
64,45,17,76,48,12,139,18,66,63,69,49,1,8
71,44,19,77,66,31,9,22,64,59,69,44,1,11
60,55,17,61,55,16,56,25,60,65,55,65,0,7
56,46,13,75,51,16,39,17,60,60,49,62,1,1
60,55,17,60,58,18,28,37,69,65,51,64,1,7
63,55,0,66,51,16,0,24,64,64,69,62,1,9
72,28,2,72,65,22,6,29,52,30,70,39,1,10
67,64,29,67,66,32,98,34,62,57,74,60,1,10
57,63,13,61,47,13,27,23,62,68,61,49,0,7
71,56,2,71,67,24,41,31,65,63,73,64,0,9
59,44,17,73,55,6,95,20,58,54,71,53,1,6
76,65,30,77,72,18,110,27,81,77,76,75,1,1
64,40,25,64,65,28,37,33,56,49,75,48,0,13
66,10,17,66,65,28,125,31,16,12,29,42,1,11
66,71,26,66,50,31,138,28,64,64,60,43,1,1
67,36,29,67,59,24,132,27,64,62,70,58,1,0
62,46,22,62,50,20,21,33,60,61,57,53,1,8
70,38,0,75,70,39,0,25,51,31,60,33,1,12
76,24,23,77,72,31,134,26,58,35,62,41,1,10
78,18,14,78,79,28,143,28,22,16,33,42,1,13
58,23,13,58,58,22,137,33,32,37,56,23,1,1
61,33,13,75,58,22,118,20,54,42,71,38,1,9
69,64,25,79,61,12,7,21,78,77,74,65,0,4
74,26,14,78,68,17,86,23,70,52,56,18,1,9
73,70,2,85,61,20,108,19,83,80,67,67,0,0
69,35,8,69,65,15,161,24,69,71,81,50,0,8
61,11,13,66,55,34,68,25,24,13,32,30,1,13
69,61,33,69,65,20,155,31,74,72,60,64,0,6
53,17,26,70,45,16,11,17,46,45,65,24,1,12
71,65,31,71,73,21,3,32,71,69,72,69,1,0
74,21,0,76,64,31,0,26,29,31,50,26,1,11
61,41,17,61,68,24,11,33,57,56,66,56,0,9
71,74,37,73,70,10,78,25,71,73,78,67,1,6
69,69,37,69,69,21,155,32,72,73,71,67,1,8
53,30,17,65,47,13,162,20,29,56,60,39,0,8
65,63,17,65,62,14,127,27,68,66,66,55,1,7
71,63,8,74,75,11,42,24,77,72,77,68,1,6
61,58,17,69,54,26,95,20,62,59,59,41,1,9
73,39,19,81,76,28,85,23,68,61,77,65,1,9
69,43,8,78,64,16,4,22,67,68,74,39,1,0
68,37,35,71,64,25,163,24,57,58,75,39,1,11
63,57,33,79,46,13,140,19,65,68,58,56,0,5
60,56,25,63,56,6,62,24,61,55,52,43,1,5
61,60,17,72,52,19,93,18,62,59,65,63,1,0
53,57,13,61,49,25,154,19,49,50,51,38,1,9
67,29,17,79,61,16,41,19,62,60,68,40,1,0
73,74,23,78,64,17,122,22,69,68,65,70,1,0
64,29,29,67,50,36,121,24,48,46,71,43,0,14
56,26,22,61,52,16,18,21,37,45,64,43,0,8
50,16,17,62,35,16,126,21,16,17,19,34,1,10
62,62,13,67,52,22,98,24,62,64,64,58,1,0
69,56,14,70,66,6,2,26,69,70,74,67,0,4
69,33,2,69,65,26,150,29,59,50,64,56,1,10
64,15,17,74,60,26,138,20,25,15,26,21,1,11
68,27,0,68,68,16,0,28,59,63,90,37,0,7
60,62,13,78,51,17,95,16,59,63,62,55,0,8
69,48,25,79,67,20,4,21,63,59,75,53,1,8
53,28,13,66,44,31,162,19,40,37,61,36,0,11
69,11,22,69,72,30,118,36,24,12,30,10,0,11
72,65,14,77,61,6,50,22,76,78,69,69,1,5
77,16,13,77,76,27,142,29,32,29,25,60,1,1
51,38,26,63,44,12,137,17,54,53,59,47,1,10
57,48,17,66,51,19,37,22,60,58,69,53,1,9
64,61,22,64,69,32,88,33,63,55,60,68,0,13
60,58,13,71,59,7,93,21,67,66,66,60,1,8
71,70,35,78,68,22,45,20,72,68,61,42,1,9
58,19,17,66,52,30,34,23,23,19,29,15,1,9
70,44,26,70,73,30,2,24,59,51,64,64,1,9
61,11,17,79,57,31,111,18,18,14,26,34,0,13
65,23,17,71,53,39,138,20,36,31,73,30,1,15
56,60,17,68,55,12,39,20,52,55,60,40,1,0
68,66,31,76,57,17,3,21,73,67,67,70,0,8
66,14,17,66,65,22,125,30,23,15,21,43,0,10
64,60,29,76,55,24,150,20,68,66,70,67,1,8
65,53,29,68,71,30,132,24,64,58,77,50,1,13
65,12,17,65,59,25,118,29,18,10,36,42,1,9
58,39,25,59,51,3,21,26,41,53,68,44,0,5
62,16,17,72,48,22,111,20,20,21,44,20,1,10
72,32,8,74,68,26,42,26,68,58,68,59,0,12
69,59,31,69,68,22,41,26,68,69,59,66,1,0
63,57,17,70,65,13,121,22,64,68,51,50,1,8
62,56,22,62,56,18,74,29,62,63,63,60,1,0
78,63,2,78,57,3,152,28,81,80,63,80,0,2
70,28,35,70,76,14,163,30,57,52,78,36,0,8
69,66,33,69,60,19,164,29,74,72,60,74,1,0
71,41,35,71,64,17,1,30,72,71,76,66,0,8
62,54,17,62,60,22,154,34,59,58,73,58,0,0
76,61,27,76,77,17,87,29,75,66,75,69,1,0
71,66,8,71,71,28,5,30,71,68,72,69,0,8
76,65,19,77,72,12,142,24,77,80,72,73,1,4
70,39,13,70,61,22,164,30,68,66,69,50,0,1
67,39,25,69,60,16,144,27,51,42,70,42,1,0
75,58,35,83,77,13,123,19,78,80,76,75,1,8
71,42,2,74,65,17,7,25,72,72,71,47,0,7
66,66,17,66,68,31,125,31,60,59,70,66,0,10
60,19,22,63,56,26,52,23,23,16,24,29,1,11
71,68,25,76,72,21,44,22,71,72,75,66,1,8
70,52,2,83,56,10,43,18,75,76,58,61,0,1
57,60,17,58,49,34,24,26,51,49,63,42,1,13
69,68,29,70,66,23,2,24,70,73,68,59,0,0
71,35,29,71,62,38,2,29,60,45,72,32,1,9
75,68,19,75,79,33,87,29,79,76,81,81,1,13
57,52,13,62,65,31,21,24,49,40,65,35,0,10
71,70,33,72,75,17,9,25,72,70,75,58,1,0
65,61,22,68,67,21,139,24,68,69,58,62,0,1
72,13,35,85,59,30,85,20,22,23,25,32,0,13
71,67,2,77,67,14,43,21,68,77,69,62,0,8
57,32,22,68,51,18,37,20,55,60,45,49,1,10
66,68,17,81,51,0,2,18,72,77,48,60,1,5
67,58,2,67,61,15,147,28,71,65,59,70,0,1
65,30,2,77,54,33,157,20,54,60,56,34,0,11
64,15,22,68,59,36,121,25,45,38,72,44,0,12
70,72,8,70,70,26,1,32,67,64,83,67,1,10
62,41,22,70,55,27,93,19,58,62,68,58,1,1
71,49,2,72,66,32,5,27,65,66,72,51,1,11
62,29,22,62,53,33,31,32,44,32,61,45,1,10
61,36,22,67,63,21,74,21,57,52,66,48,1,1
65,65,25,65,64,23,130,27,56,61,84,60,1,9
77,21,19,85,74,31,166,21,52,45,62,31,1,12
56,8,26,66,44,32,21,19,35,13,24,46,1,11
66,66,17,71,63,20,157,24,65,57,64,50,1,10
50,5,17,66,44,24,137,18,14,11,18,34,1,12
58,27,13,65,41,26,31,20,60,62,62,38,0,8
70,61,14,71,60,27,5,25,69,73,78,66,1,9
68,61,25,74,63,15,2,23,68,68,77,68,0,8
76,41,14,76,74,17,102,28,74,69,69,74,0,10
69,64,2,69,58,31,1,25,71,75,66,59,1,0
66,43,2,66,64,11,121,28,60,61,80,51,0,6
70,61,37,73,70,18,7,24,68,71,90,61,1,7
68,52,33,68,58,18,138,30,61,56,70,47,0,10
77,57,19,77,79,18,123,28,79,65,72,79,1,8
68,56,22,72,65,19,1,23,73,66,76,69,1,1
68,50,29,70,66,21,161,24,66,61,80,61,1,1
68,66,14,73,66,13,2,24,69,71,71,57,1,8
70,45,23,70,71,23,1,26,61,62,77,59,1,10
69,75,8,79,56,28,7,20,65,69,57,57,1,11
65,42,22,65,67,17,37,35,65,53,88,64,1,0
77,76,14,77,76,23,151,27,78,75,90,79,1,0
60,59,26,79,58,10,95,16,58,57,59,58,1,0
75,78,14,82,76,28,142,23,74,71,63,48,1,11
75,76,8,75,71,18,81,32,77,73,62,71,1,8
69,31,33,69,64,25,144,30,59,49,75,43,1,1
68,15,22,73,61,32,41,23,34,28,65,14,1,12
71,38,31,71,64,30,4,26,58,29,72,36,1,10
58,54,13,66,51,19,52,22,58,59,60,52,1,1
73,30,2,74,56,39,48,27,62,50,71,48,1,14
82,87,34,82,82,19,51,28,79,76,74,72,1,8
72,28,8,79,63,21,46,20,71,57,70,31,0,1
64,62,13,64,59,29,98,30,62,61,71,59,1,9
52,11,25,60,40,20,137,21,11,11,17,26,1,11
56,35,26,67,48,22,24,19,57,55,73,46,1,12
61,56,13,62,60,29,68,26,60,55,78,61,0,12
79,41,19,79,73,22,159,28,78,67,87,62,0,0
61,50,17,61,51,6,62,27,60,58,70,50,1,9
66,11,22,66,59,18,118,30,63,55,64,57,1,10
67,68,8,67,73,41,98,34,65,61,57,64,1,12
65,32,22,65,64,41,31,34,45,37,56,40,1,12
62,69,17,76,59,17,130,17,52,53,50,47,1,9
51,28,13,70,48,20,145,17,31,50,55,39,0,1
61,41,17,68,56,27,74,22,63,58,56,54,1,1
80,50,14,84,80,17,26,23,78,79,86,67,0,1
72,51,8,72,71,25,139,34,74,63,34,62,1,12
67,61,29,77,62,13,165,18,72,70,73,63,0,8
57,35,17,57,55,17,162,28,62,48,57,50,1,0
72,31,8,73,66,18,78,26,66,59,72,52,0,0
55,21,13,66,41,22,15,18,42,32,59,38,1,11
75,66,23,82,79,23,134,22,73,69,70,69,1,11
72,66,19,84,64,12,85,20,76,80,71,57,1,0
77,16,30,77,68,27,134,30,55,49,54,28,1,11
69,51,2,70,58,18,2,25,73,79,67,60,1,1
76,58,14,76,76,23,80,33,78,78,78,77,1,1
67,19,25,72,60,23,155,23,62,57,80,47,1,1
75,61,37,75,76,13,83,31,78,79,85,71,1,6
60,30,25,72,58,12,88,20,50,64,65,45,0,0
70,12,22,70,63,30,164,33,25,11,26,34,1,13
66,43,17,66,63,22,125,28,53,45,55,32,1,9
57,41,26,72,52,17,62,18,52,58,56,48,0,8
68,70,29,74,71,19,1,19,67,60,58,70,1,9
60,50,13,72,43,15,74,19,59,56,72,53,0,9
68,37,33,71,63,26,161,25,57,54,70,46,1,9
72,29,33,72,65,21,164,33,74,49,83,63,1,0
60,10,22,60,72,28,21,33,12,9,32,32,1,9
62,15,17,65,30,28,88,24,10,14,21,24,1,12
73,29,19,78,68,20,81,23,73,72,75,57,0,0
61,51,13,73,52,1,98,19,66,68,34,67,1,5
86,88,11,93,85,19,131,22,91,91,83,84,0,0
61,55,26,73,52,11,111,20,53,66,54,56,1,0
77,81,19,82,81,21,160,24,77,73,70,58,0,1
76,65,34,79,68,11,123,23,81,77,85,58,0,6
62,60,13,72,58,21,118,21,61,63,56,57,1,0
76,71,2,76,68,22,106,31,78,75,73,78,1,1
75,64,37,84,74,16,135,20,74,75,69,77,1,8
51,32,26,64,55,19,145,17,50,46,53,48,1,1
68,24,8,77,66,33,2,22,69,64,65,51,0,11
69,47,33,69,67,30,139,31,69,54,66,62,1,11
69,48,37,70,67,22,165,26,69,63,73,66,1,6
64,64,29,64,61,27,115,29,58,61,78,55,1,9
59,24,26,71,57,14,56,18,54,51,63,56,1,0
69,62,31,69,64,19,155,31,68,67,68,68,1,7
67,44,31,67,64,28,130,28,69,59,73,58,1,10
63,14,17,65,43,24,93,27,12,14,58,13,1,10
60,27,13,76,47,21,95,19,49,37,72,31,0,8
74,26,2,78,75,16,85,24,69,67,77,56,0,8
62,59,17,72,57,19,115,19,61,69,55,56,1,0
71,74,2,71,67,21,8,26,73,72,68,66,1,0
52,17,17,60,48,20,137,20,17,15,31,30,1,9
65,62,22,65,62,19,98,30,63,62,74,68,1,8
76,79,19,76,80,24,123,27,72,75,73,72,1,10
58,21,17,70,45,21,39,19,55,45,58,32,1,9
63,35,17,72,57,22,111,19,60,61,66,42,0,9
52,17,22,58,48,25,137,24,12,17,37,54,1,10
60,55,17,73,53,19,93,19,57,59,58,56,0,7
69,70,19,69,50,25,41,29,70,72,45,61,1,1
71,48,2,79,71,19,45,20,69,65,77,70,1,10
64,46,13,74,65,19,138,20,65,64,74,63,1,0
61,43,22,75,57,20,115,19,63,54,47,46,1,1
66,60,22,67,60,25,149,25,64,66,68,60,1,0
52,28,13,63,45,8,137,18,38,49,58,34,0,6
73,76,8,77,68,21,87,24,67,70,76,58,1,0
68,69,2,74,60,13,2,23,65,72,71,59,0,6
70,27,37,71,74,33,3,26,58,45,90,63,1,13
69,62,31,74,68,22,3,23,75,74,78,75,1,1
74,40,14,74,69,28,49,27,55,48,63,54,1,12
65,50,22,67,63,17,138,25,65,67,65,64,1,1
60,65,13,78,55,21,95,17,63,59,55,49,1,1
66,64,25,73,59,7,150,19,72,71,66,58,1,4
75,22,14,79,66,25,105,25,53,35,67,40,1,15
79,73,32,79,81,19,166,30,81,83,75,74,1,7
70,12,29,70,68,31,1,29,14,13,37,22,1,13
64,15,17,71,62,21,127,23,18,19,41,24,1,1
64,30,22,73,58,26,132,22,59,44,60,30,1,11
64,44,22,72,66,21,139,22,73,71,63,50,1,1
61,58,22,68,48,20,93,20,64,66,64,47,1,9
71,65,2,71,64,14,6,29,71,71,54,72,1,6
71,41,14,75,69,23,8,24,69,66,72,51,0,9
65,40,13,65,66,19,95,31,59,57,71,57,1,0
76,14,14,76,74,24,104,27,21,13,35,25,1,11
63,46,33,63,55,25,39,32,52,49,65,39,1,9
72,48,25,75,66,18,43,25,70,72,80,50,1,6
69,25,35,73,68,31,1,23,52,33,67,50,1,11
67,30,35,77,53,21,41,21,68,48,60,40,1,10
70,48,19,70,70,23,155,33,71,64,79,68,1,1
61,19,13,64,55,13,74,24,56,71,72,47,0,3
59,28,17,68,54,21,56,22,60,45,67,51,1,1
70,14,33,74,66,16,5,23,16,11,31,42,1,13
63,9,17,74,56,24,118,19,13,10,18,32,1,11
59,42,17,70,46,21,74,20,62,64,76,49,0,0
71,57,8,72,70,10,9,26,72,67,79,69,1,1
63,63,17,73,56,14,125,19,63,56,66,53,1,8
62,28,17,71,64,17,98,22,55,51,75,41,1,6
66,9,22,66,60,33,121,32,26,14,27,51,1,11
65,65,22,66,61,35,138,26,63,58,66,41,1,11
76,75,27,84,79,14,151,19,76,77,77,71,1,0
55,53,26,68,42,14,24,17,55,57,46,55,1,0
63,25,17,73,53,26,121,22,40,44,60,30,0,9
52,29,13,65,46,8,154,19,62,46,43,43,1,6
72,9,2,78,67,34,46,22,25,13,30,37,1,15
49,45,17,66,50,16,137,17,53,47,50,44,1,10
66,58,22,70,66,16,153,23,68,66,68,56,1,8
68,66,37,68,72,15,155,28,66,63,73,65,0,5
62,58,17,76,57,16,130,18,57,59,65,60,0,7
55,45,26,69,54,16,34,18,50,57,61,52,1,8
66,52,25,67,62,21,136,25,65,64,69,61,0,1
64,55,17,69,68,26,125,21,61,63,69,52,1,8
73,32,8,73,66,29,3,33,51,42,65,22,0,9
64,53,22,67,64,23,130,24,67,64,79,63,1,0
66,21,31,72,58,20,147,22,57,41,60,35,1,0
65,64,17,65,62,24,130,27,57,59,67,47,1,9
70,65,33,70,67,13,3,27,72,73,72,68,0,8
64,62,22,64,53,23,118,26,64,63,67,56,0,8
69,55,31,77,70,24,5,20,75,70,92,62,1,10
65,48,17,68,56,16,139,24,62,63,79,65,1,7
62,46,25,73,59,12,115,20,61,59,64,55,0,8
66,63,22,73,72,18,161,20,61,60,70,65,1,8
67,58,37,76,63,19,1,21,70,67,75,65,1,12
71,58,31,74,69,21,7,26,68,68,78,66,0,9
55,42,26,71,47,9,31,19,50,54,62,45,0,8
56,55,17,63,55,14,27,23,51,52,66,51,1,7
63,32,17,76,63,16,127,19,45,60,81,43,0,6
52,9,26,60,48,26,137,21,18,8,17,23,1,11
68,46,33,71,64,23,1,24,70,64,77,68,1,0
68,43,14,68,68,22,115,34,67,59,87,69,0,5
71,37,26,74,71,32,8,24,49,44,55,42,1,10
71,43,8,76,70,17,9,24,70,71,78,64,1,1
64,42,22,74,60,21,138,20,63,51,72,59,1,10
68,41,17,78,52,6,4,20,64,76,83,65,0,3
66,62,31,66,61,34,138,26,63,61,84,64,1,11
66,45,25,66,69,30,95,32,60,51,67,40,0,9
63,60,26,67,53,18,118,23,63,62,66,60,1,1
65,64,25,69,60,21,144,24,65,61,67,65,1,11
64,59,22,64,61,10,115,28,63,63,73,62,1,0
59,63,13,72,49,18,74,19,50,50,55,47,1,9
67,36,35,76,66,26,165,21,53,60,74,66,1,11
79,68,19,86,77,14,23,20,82,86,78,80,1,7
68,41,29,73,64,18,41,21,59,42,70,63,1,9
67,34,2,67,60,21,121,31,53,48,73,58,1,10
68,17,22,68,69,16,27,41,18,12,34,49,0,0
61,53,17,61,55,6,59,28,56,61,70,52,1,6
75,75,23,76,77,16,109,26,76,72,74,73,1,9
74,77,27,80,68,23,109,23,73,71,71,65,1,9
64,53,29,65,60,24,125,25,61,61,62,58,0,9
68,45,25,71,68,14,41,25,66,63,74,69,1,0
67,11,33,70,67,29,149,25,19,14,35,48,1,12
73,43,14,73,71,16,9,31,60,46,89,64,1,0
61,24,22,63,48,11,62,26,47,38,82,41,1,8
55,13,26,69,55,36,31,19,22,14,58,23,1,13
76,65,19,79,73,22,135,25,76,72,86,76,1,1
55,31,13,61,50,18,11,19,51,50,64,52,1,1
64,39,29,64,65,22,98,24,68,50,59,50,0,0
74,49,35,78,74,16,86,24,73,64,86,60,1,8
