Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,Preferred Foot,Height
68,27,€7K,68,56,150lbs,€725K,26,66,49,80,31,Left,5'9
64,67,€5K,69,58,154lbs,€600K,23,62,61,59,56,Right,5'10
76,29,€40K,83,73,187lbs,€6.5M,23,55,53,68,34,Right,6'1
67,64,€5K,70,62,205lbs,€925K,25,66,63,80,47,Right,6'4
69,54,€3K,78,67,148lbs,€1.6M,22,68,66,77,66,Right,5'9
68,68,€4K,68,65,157lbs,€925K,25,73,71,65,57,Left,5'11
71,77,€5K,71,69,159lbs,€1.7M,27,70,64,56,37,Right,6'0
60,53,€1K,76,54,154lbs,€325K,18,60,57,77,57,Left,5'9
66,53,€3K,75,64,163lbs,€950K,22,66,70,68,57,Right,6'0
65,65,€500,65,51,159lbs,€525K,28,64,77,51,44,Left,5'10
61,33,€3K,61,57,157lbs,€190K,26,61,58,75,48,Right,6'0
66,66,€7K,75,63,154lbs,€975K,22,66,71,49,52,Left,5'7
62,50,€7K,72,57,176lbs,€450K,20,70,62,74,55,Left,6'0
61,40,€2K,62,46,170lbs,€250K,25,60,62,72,57,Right,6'0
59,46,€2K,63,53,139lbs,€170K,24,60,56,57,59,Right,5'9
63,39,€2K,75,59,146lbs,€450K,18,55,65,55,36,Right,5'10
66,67,€3K,66,58,196lbs,€625K,28,61,63,51,43,Right,6'2
68,74,€20K,73,69,172lbs,€1.2M,24,64,62,70,47,Right,6'2
61,58,€1K,73,56,152lbs,€325K,17,62,63,66,54,Right,5'8
60,48,€2K,67,63,163lbs,€250K,21,63,57,67,48,Left,6'1
69,70,€15K,69,70,185lbs,€1M,28,69,64,66,54,Right,6'4
73,30,€20K,75,68,196lbs,€2.9M,25,62,47,58,44,Right,6'2
71,36,€7K,71,70,159lbs,€1.2M,29,57,37,57,47,Right,6'0
55,49,€1K,65,46,134lbs,€140K,20,60,58,58,54,Right,5'8
58,56,€2K,68,49,168lbs,€210K,21,56,53,64,52,Right,6'1
76,26,€15K,83,76,168lbs,€6.5M,23,64,39,65,33,Right,6'3
58,50,€1K,70,54,150lbs,€200K,18,62,60,55,60,Right,5'9
65,44,€3K,65,65,154lbs,€400K,29,56,49,63,47,Right,5'9
61,41,€2K,71,64,150lbs,€300K,19,63,62,52,67,Right,5'11
58,47,€500,58,50,170lbs,€120K,30,58,48,68,55,Right,5'10
64,60,€3K,67,49,159lbs,€550K,24,70,65,54,59,Right,5'8
66,45,€4K,66,69,185lbs,€350K,32,60,51,67,40,Left,6'0
60,41,€500,68,57,165lbs,€230K,18,61,55,45,67,Right,6'0
61,59,€9K,67,43,139lbs,€325K,23,62,63,69,41,Right,5'7
63,58,€3K,63,59,203lbs,€220K,33,62,61,80,55,Right,6'4
63,42,€2K,70,56,183lbs,€400K,22,46,50,62,56,Right,6'2
77,29,€40K,78,71,176lbs,€6.5M,27,53,49,66,33,Right,6'2
62,64,€2K,71,63,168lbs,€450K,21,65,67,40,27,Right,5'11
59,48,€2K,67,54,152lbs,€230K,22,67,64,46,57,Right,5'8
59,54,€4K,64,52,152lbs,€180K,22,42,46,70,43,Right,5'10
64,42,€7K,67,58,168lbs,€475K,24,60,43,65,52,Right,6'1
60,58,€2K,72,56,161lbs,€300K,19,59,66,42,60,Right,5'8
59,51,€5K,68,55,148lbs,€240K,20,60,55,60,59,Right,5'9
63,61,€2K,67,67,154lbs,€425K,23,63,65,64,58,Right,5'10
66,64,€5K,67,58,172lbs,€725K,26,67,66,61,53,Right,5'11
57,40,€4K,57,40,159lbs,€110K,24,64,53,41,43,Right,5'11
68,71,€5K,68,74,176lbs,€350K,35,72,69,30,73,Right,5'11
63,63,€4K,70,59,141lbs,€475K,20,60,63,60,49,Right,5'7
64,55,€500,64,59,157lbs,€425K,28,63,70,47,72,Right,5'9
60,44,€0,65,49,165lbs,€0,23,57,59,57,37,Left,5'11
63,54,€5K,63,50,165lbs,€325K,28,59,63,68,54,Left,5'11
63,65,€9K,79,57,141lbs,€700K,19,61,65,69,54,Right,6'2
61,26,€2K,70,65,165lbs,€300K,21,55,49,71,45,Left,5'9
68,41,€8K,68,72,187lbs,€700K,27,42,33,57,54,Left,6'2
65,52,€7K,82,51,143lbs,€1M,18,70,75,60,56,Right,5'8
66,28,€4K,76,59,163lbs,€875K,20,59,54,66,53,Right,6'0
69,71,€7K,69,70,174lbs,€950K,30,65,59,47,53,Left,6'3
67,69,€6K,74,50,181lbs,€1M,23,61,61,65,39,Left,6'1
63,68,€5K,66,44,165lbs,€425K,25,63,65,30,60,Right,6'1
69,29,€5K,72,63,183lbs,€1.1M,25,65,54,74,37,Left,6'3
60,59,€2K,60,57,168lbs,€100K,34,58,57,56,59,Left,5'10
62,35,€4K,73,61,161lbs,€425K,20,60,57,55,39,Right,6'0
60,34,€500,73,59,168lbs,€275K,18,51,48,73,54,Left,5'10
66,21,€3K,71,70,163lbs,€700K,22,64,71,61,34,Right,5'10
65,63,€3K,68,57,181lbs,€700K,24,61,66,64,62,Right,6'3
61,40,€3K,81,55,148lbs,€425K,17,60,61,50,63,Right,5'7
65,60,€3K,71,64,161lbs,€750K,22,59,58,64,45,Right,5'11
69,75,€3K,69,65,172lbs,€950K,30,63,54,62,55,Right,5'10
67,69,€20K,67,59,141lbs,€575K,32,61,56,77,41,Right,5'6
61,43,€2K,68,60,165lbs,€325K,23,65,52,49,63,Right,5'11
62,51,€6K,63,53,161lbs,€325K,26,73,71,41,58,Right,5'10
58,58,€2K,68,52,150lbs,€200K,19,60,60,61,51,Right,5'7
69,23,€0,82,64,154lbs,€0,19,66,61,71,54,Right,5'10
62,65,€3K,81,54,121lbs,€550K,16,66,65,42,61,Right,5'7
63,59,€4K,68,49,205lbs,€450K,24,54,63,61,38,Right,6'4
58,32,€2K,61,53,174lbs,€140K,25,53,49,64,38,Right,6'1
68,31,€15K,72,62,174lbs,€925K,25,60,47,70,38,Right,6'3
66,21,€3K,69,57,185lbs,€650K,24,59,64,73,54,Right,6'4
65,33,€3K,70,59,159lbs,€600K,22,61,60,74,36,Left,5'9
64,68,€20K,73,63,154lbs,€550K,18,70,71,48,53,Right,5'9
72,28,€15K,72,75,183lbs,€1.2M,32,57,35,68,57,Right,6'3
60,37,€500,75,54,159lbs,€325K,18,55,53,73,54,Right,5'8
61,35,€1K,62,59,170lbs,€210K,27,55,45,67,52,Right,5'11
61,20,€3K,62,62,179lbs,€220K,25,55,53,66,58,Right,6'0
64,43,€2K,72,63,154lbs,€550K,20,57,52,74,45,Right,5'11
63,45,€500,72,58,143lbs,€500K,22,56,59,79,57,Left,5'7
63,36,€2K,73,52,163lbs,€475K,20,58,48,72,30,Left,6'1
55,49,€1K,59,55,165lbs,€100K,24,54,57,70,62,Right,5'11
62,36,€2K,62,65,148lbs,€160K,32,58,61,75,51,Right,5'10
69,72,€3K,69,64,170lbs,€1M,28,72,64,54,50,Right,6'0
69,67,€50K,74,65,163lbs,€1.4M,23,63,62,65,52,Right,6'3
64,52,€6K,73,57,154lbs,€650K,21,65,66,52,59,Left,5'9
61,62,€2K,68,61,143lbs,€325K,21,65,61,62,53,Right,5'7
71,27,€7K,71,60,183lbs,€1.4M,26,45,42,72,35,Right,6'3
66,69,€3K,71,57,161lbs,€850K,23,65,67,64,62,Right,5'10
73,24,€8K,77,66,165lbs,€3.2M,24,55,36,78,49,Right,6'0
61,41,€2K,75,67,154lbs,€400K,18,59,56,62,57,Right,5'11
65,62,€6K,66,62,148lbs,€600K,25,62,64,61,59,Right,5'9
66,34,€6K,66,59,179lbs,€450K,30,61,47,72,58,Right,6'2
63,31,€2K,70,55,176lbs,€400K,22,61,62,70,41,Right,6'0
64,29,€5K,72,60,161lbs,€550K,20,60,57,70,39,Right,5'11
63,64,€3K,68,53,159lbs,€450K,21,56,62,65,52,Left,5'11
62,51,€2K,62,50,187lbs,€130K,33,61,46,61,53,Right,5'11
58,34,€2K,73,58,150lbs,€250K,18,57,55,63,48,Right,5'9
66,63,€3K,66,62,170lbs,€625K,28,60,64,55,50,Right,6'0
68,73,€0,68,70,154lbs,€0,29,74,79,70,74,Right,5'11
64,41,€3K,75,55,154lbs,€675K,19,69,65,77,54,Left,5'8
61,57,€2K,61,57,194lbs,€200K,31,57,52,63,54,Right,6'5
68,36,€3K,76,65,185lbs,€1.1M,22,60,53,68,49,Right,6'2
66,58,€4K,84,58,157lbs,€1.2M,18,65,77,58,69,Left,5'10
59,40,€1K,72,53,154lbs,€250K,16,62,60,60,58,Right,5'11
59,40,€1K,59,56,170lbs,€130K,27,53,45,71,51,Left,6'0
58,39,€4K,59,51,126lbs,€130K,26,41,53,68,44,Left,5'6
67,63,€3K,82,55,139lbs,€1.4M,18,70,69,70,56,Right,5'10
68,12,€6K,74,63,170lbs,€1M,23,62,54,64,37,Right,5'10
65,61,€2K,69,68,159lbs,€700K,23,60,60,77,62,Left,5'10
63,65,€6K,64,54,152lbs,€375K,25,64,66,65,48,Right,5'10
66,72,€2K,66,54,157lbs,€625K,28,67,66,77,54,Right,5'8
64,40,€3K,69,51,179lbs,€500K,22,58,53,61,41,Left,6'3
59,64,€500,59,57,146lbs,€80K,34,60,60,34,52,Right,5'5
61,61,€3K,66,50,172lbs,€300K,24,64,61,66,54,Left,5'11
64,65,€1K,75,58,170lbs,€675K,19,75,73,56,60,Right,6'1
64,64,€7K,82,58,141lbs,€825K,17,63,70,72,53,Right,6'0
65,53,€2K,70,56,159lbs,€725K,23,69,71,48,63,Right,6'0
58,48,€2K,69,63,139lbs,€230K,20,62,65,51,53,Right,5'8
61,39,€4K,67,56,170lbs,€300K,21,66,49,70,59,Right,6'0
61,62,€7K,68,52,150lbs,€325K,21,64,66,55,60,Right,5'7
62,30,€500,74,63,165lbs,€400K,19,52,50,79,59,Right,5'9
64,57,€500,65,61,152lbs,€425K,26,59,49,80,36,Right,6'1
63,35,€2K,63,62,154lbs,€220K,31,44,33,56,59,Right,6'0
61,58,€2K,61,59,157lbs,€240K,25,60,64,74,55,Left,5'9
63,65,€3K,69,56,163lbs,€475K,23,66,65,69,46,Right,5'11
65,24,€4K,65,59,161lbs,€350K,31,58,37,67,41,Right,5'10
65,44,€4K,66,61,183lbs,€475K,28,58,53,72,45,Right,6'1
57,55,€3K,68,53,148lbs,€200K,21,62,61,58,51,Right,5'9
63,31,€4K,72,55,165lbs,€500K,22,67,64,70,71,Right,5'10
63,22,€3K,66,65,183lbs,€350K,25,52,53,61,51,Left,6'1
66,20,€10K,66,70,170lbs,€425K,30,60,57,66,41,Right,5'10
53,47,€500,65,45,165lbs,€80K,17,56,51,59,52,Right,5'11
60,31,€2K,75,55,174lbs,€325K,18,61,52,68,50,Left,6'0
63,32,€2K,68,61,141lbs,€375K,22,58,53,71,43,Left,5'8
64,58,€2K,72,53,159lbs,€650K,22,68,65,55,67,Right,5'11
69,65,€8K,70,70,165lbs,€1.2M,24,70,68,53,72,Right,6'3
72,31,€30K,76,66,161lbs,€2.4M,24,59,39,63,42,Right,6'0
60,33,€4K,60,52,159lbs,€170K,24,62,52,65,47,Left,5'10
61,26,€3K,62,48,170lbs,€210K,27,58,45,70,57,Right,5'10
69,24,€6K,74,59,163lbs,€1.2M,23,60,39,64,46,Right,6'1
59,64,€2K,59,55,139lbs,€100K,33,63,69,71,64,Right,5'6
62,34,€1K,70,67,154lbs,€300K,18,62,58,65,52,Right,5'10
63,34,€2K,63,56,161lbs,€140K,33,56,52,71,40,Left,5'8
70,44,€2K,70,72,185lbs,€875K,31,51,44,47,41,Right,6'2
77,21,€30K,85,74,187lbs,€9M,21,52,45,62,31,Right,6'3
64,54,€3K,69,55,143lbs,€575K,21,64,66,64,65,Right,5'8
74,39,€30K,74,69,187lbs,€2.8M,27,60,42,71,51,Right,6'2
67,62,€9K,73,65,187lbs,€1M,22,63,70,63,54,Left,6'1
62,66,€2K,75,48,163lbs,€450K,18,69,66,59,65,Right,6'0
71,27,€6K,71,73,157lbs,€1.1M,31,59,45,74,56,Right,6'0
63,58,€3K,64,58,148lbs,€375K,25,62,67,60,54,Right,5'9
60,45,€2K,74,57,154lbs,€375K,19,64,61,71,58,Right,5'11
58,43,€1K,67,56,172lbs,€190K,19,57,58,56,51,Right,5'11
61,38,€2K,74,60,146lbs,€375K,17,57,57,63,51,Right,5'10
64,30,€3K,80,67,150lbs,€750K,16,58,49,74,47,Right,5'10
61,55,€3K,61,64,174lbs,€200K,31,62,61,60,59,Right,6'0
68,66,€4K,72,65,176lbs,€1.2M,24,67,67,58,65,Right,6'1
65,61,€3K,73,61,161lbs,€775K,20,66,71,63,52,Left,6'0
58,58,€0,58,57,163lbs,€0,27,58,63,61,55,Right,5'11
65,48,€4K,66,62,157lbs,€600K,25,66,67,54,61,Left,5'10
60,43,€4K,75,48,146lbs,€375K,18,65,62,43,63,Right,5'8
59,51,€3K,78,57,157lbs,€300K,18,64,63,58,58,Right,5'11
63,65,€2K,63,62,159lbs,€275K,32,67,68,58,69,Right,6'0
62,53,€2K,77,54,154lbs,€550K,18,59,60,62,66,Right,5'10
65,18,€0,65,57,165lbs,€0,27,62,53,67,28,Right,5'8
70,32,€9K,79,62,174lbs,€1.8M,22,42,44,65,23,Right,6'0
67,70,€15K,76,57,159lbs,€950K,18,71,67,33,42,Right,6'0
63,62,€3K,71,60,154lbs,€450K,19,64,62,68,50,Right,5'11
69,70,€20K,69,64,187lbs,€1M,28,64,58,62,60,Left,6'2
58,27,€2K,64,54,154lbs,€160K,23,58,55,67,37,Right,5'7
62,50,€1K,76,51,161lbs,€575K,19,58,64,75,58,Left,5'9
65,62,€4K,70,57,185lbs,€700K,22,61,71,81,54,Left,6'0
59,57,€1K,66,52,165lbs,€220K,22,63,59,55,56,Right,6'1
64,33,€5K,70,50,159lbs,€500K,21,53,56,61,41,Right,5'10
73,25,€10K,81,68,176lbs,€3.7M,21,58,51,73,30,Right,6'1
67,51,€6K,67,63,161lbs,€525K,30,56,42,73,44,Left,5'11
65,23,€500,65,66,165lbs,€425K,28,57,53,68,59,Right,5'11
71,23,€15K,78,63,174lbs,€2M,21,61,56,64,54,Right,6'1
72,34,€9K,72,54,181lbs,€1.7M,27,59,47,60,57,Right,6'2
59,53,€4K,77,60,176lbs,€300K,18,64,65,34,60,Right,6'4
62,58,€3K,62,62,161lbs,€230K,32,60,61,73,60,Right,6'1
64,68,€3K,67,61,170lbs,€550K,24,68,68,71,53,Left,6'0
60,35,€5K,71,53,172lbs,€275K,22,54,56,56,48,Right,5'11
67,40,€7K,69,46,181lbs,€750K,24,57,44,68,50,Left,6'4
65,26,€10K,65,59,150lbs,€375K,29,61,58,79,33,Right,5'11
61,42,€2K,71,55,154lbs,€300K,19,65,58,61,42,Right,5'7
62,59,€500,62,69,154lbs,€275K,28,70,65,67,75,Left,5'9
62,22,€2K,67,60,150lbs,€325K,21,60,59,66,55,Right,5'10
59,42,€3K,65,55,139lbs,€180K,18,53,59,53,54,Right,5'7
63,57,€4K,63,58,187lbs,€350K,28,61,62,64,52,Right,6'2
64,36,€5K,67,53,176lbs,€450K,25,59,51,73,45,Left,6'0
65,25,€3K,75,57,141lbs,€750K,21,66,60,67,47,Right,5'10
66,66,€3K,72,53,183lbs,€875K,23,61,65,53,47,Right,6'0
63,58,€1K,69,51,154lbs,€450K,23,64,67,67,53,Right,5'11
64,51,€4K,79,55,154lbs,€825K,17,66,70,57,61,Right,5'10
61,33,€1K,61,55,150lbs,€170K,29,56,55,78,56,Right,5'9
66,49,€2K,69,61,150lbs,€775K,25,65,67,63,68,Right,5'10
71,36,€20K,71,56,187lbs,€1.3M,28,57,45,64,34,Right,6'4
56,47,€4K,69,52,163lbs,€170K,18,53,56,60,50,Right,5'8
64,64,€4K,67,62,168lbs,€550K,25,64,63,52,64,Right,6'1
57,53,€6K,69,45,146lbs,€190K,19,64,69,50,35,Right,5'10
59,40,€1K,67,55,152lbs,€180K,19,58,56,58,47,Right,5'9
62,33,€4K,68,55,163lbs,€325K,24,52,53,87,48,Right,5'9
57,35,€3K,66,51,161lbs,€180K,20,54,55,62,54,Right,5'11
59,49,€3K,59,62,148lbs,€130K,31,57,51,64,67,Right,5'11
67,72,€3K,67,57,172lbs,€700K,29,61,59,71,53,Right,5'11
67,29,€5K,78,55,161lbs,€1.1M,21,51,45,60,37,Right,6'1
66,70,€6K,76,57,165lbs,€875K,18,64,60,59,51,Right,6'2
63,33,€9K,78,56,143lbs,€600K,19,56,64,62,38,Right,5'9
61,34,€5K,69,54,161lbs,€325K,21,65,60,64,55,Left,6'0
64,51,€4K,70,54,168lbs,€600K,22,72,64,43,66,Right,6'0
66,66,€4K,70,63,172lbs,€825K,23,64,65,65,53,Right,6'0
68,51,€15K,80,67,159lbs,€1.5M,21,62,78,67,64,Right,6'1
63,24,€3K,78,51,176lbs,€575K,18,61,65,71,45,Right,6'0
64,65,€6K,64,64,165lbs,€450K,27,60,59,57,50,Left,6'0
68,55,€4K,68,59,154lbs,€875K,27,67,72,64,66,Right,5'9
58,32,€1K,70,55,159lbs,€190K,19,56,51,58,45,Right,5'10
68,74,€8K,68,63,179lbs,€750K,31,65,63,67,58,Right,5'11
66,64,€1K,78,51,143lbs,€1M,19,69,71,68,55,Left,5'6
59,55,€1K,65,47,181lbs,€220K,22,55,59,73,53,Right,6'0
66,59,€2K,69,56,154lbs,€800K,24,70,65,64,60,Right,5'9
63,66,€4K,70,52,154lbs,€475K,23,61,63,60,52,Right,6'3
65,59,€3K,75,66,176lbs,€850K,21,66,70,61,54,Left,6'0
70,32,€10K,78,55,192lbs,€1.5M,19,53,54,73,45,Right,6'2
61,47,€7K,75,45,163lbs,€425K,17,64,61,48,61,Left,5'10
67,72,€5K,76,62,165lbs,€1.1M,22,61,66,67,63,Right,5'11
64,35,€3K,78,62,163lbs,€725K,17,63,63,58,44,Left,5'7
64,39,€3K,68,59,163lbs,€475K,24,70,49,39,59,Right,6'2
64,63,€15K,80,53,141lbs,€875K,19,59,69,56,50,Left,5'10
59,32,€2K,74,58,146lbs,€275K,16,57,61,59,38,Left,5'9
61,62,€3K,69,52,148lbs,€350K,20,59,57,57,52,Right,5'9
61,35,€1K,63,58,168lbs,€220K,25,51,50,79,55,Right,5'11
63,46,€1K,66,55,137lbs,€425K,24,67,65,62,61,Right,5'9
57,55,€500,66,57,141lbs,€180K,21,59,60,58,58,Left,5'9
67,35,€20K,67,65,176lbs,€475K,31,64,52,72,46,Right,5'11
63,43,€2K,63,61,201lbs,€275K,28,56,51,65,45,Left,6'2
70,26,€15K,80,53,165lbs,€1.9M,21,67,65,78,39,Right,6'1
59,32,€500,73,49,165lbs,€275K,18,52,45,73,42,Right,5'10
65,62,€3K,74,63,163lbs,€825K,21,66,67,73,57,Left,6'1
61,39,€1K,61,61,176lbs,€170K,29,56,56,91,41,Left,6'1
75,20,€20K,75,72,165lbs,€2.7M,31,60,44,55,46,Left,6'2
65,62,€5K,66,62,179lbs,€600K,26,66,73,64,57,Left,6'2
62,36,€1K,73,48,159lbs,€425K,20,58,61,83,56,Left,5'9
62,42,€1K,74,58,154lbs,€425K,18,64,59,48,63,Right,5'10
62,20,€3K,62,65,159lbs,€220K,28,35,55,70,35,Left,5'9
62,45,€1K,71,56,161lbs,€375K,21,57,62,60,33,Left,5'11
63,35,€2K,66,62,174lbs,€350K,25,58,53,69,28,Left,5'10
62,34,€2K,62,55,148lbs,€250K,29,73,50,74,49,Right,5'6
58,44,€1K,71,56,163lbs,€220K,17,57,62,77,55,Right,5'10
61,42,€500,73,60,143lbs,€375K,19,61,58,54,55,Right,5'9
65,37,€2K,75,61,179lbs,€750K,20,59,62,70,49,Right,6'3
68,29,€6K,72,64,192lbs,€925K,25,64,62,70,59,Left,6'4
58,45,€3K,74,54,159lbs,€275K,19,57,55,63,48,Right,6'2
67,25,€3K,69,55,168lbs,€725K,26,56,47,65,53,Right,5'11
71,22,€6K,72,57,183lbs,€1.5M,27,54,48,63,43,Right,6'1
68,68,€6K,75,65,183lbs,€1.2M,20,68,67,73,49,Right,6'4
65,30,€4K,65,72,172lbs,€425K,27,54,43,64,23,Right,5'10
63,45,€3K,68,53,154lbs,€375K,23,56,44,68,55,Right,5'9
62,53,€3K,62,57,141lbs,€275K,27,61,66,58,57,Left,5'8
60,47,€4K,68,55,157lbs,€275K,20,62,60,60,67,Left,5'10
64,62,€3K,64,53,170lbs,€450K,26,64,63,67,56,Left,5'9
59,56,€1K,67,59,143lbs,€230K,21,62,58,59,66,Right,5'9
61,56,€3K,70,49,152lbs,€350K,22,65,64,63,55,Right,5'7
82,36,€110K,82,83,198lbs,€13M,31,65,39,61,58,Right,6'6
64,57,€8K,76,47,181lbs,€775K,20,66,72,49,48,Left,6'0
59,38,€4K,65,56,157lbs,€210K,20,58,57,60,53,Right,5'10
66,66,€2K,71,57,170lbs,€850K,22,62,67,66,50,Right,5'11
70,41,€7K,70,61,176lbs,€950K,30,49,46,90,48,Right,6'1
62,54,€2K,71,55,161lbs,€450K,21,61,65,57,41,Right,5'11
71,23,€5K,81,68,172lbs,€2.1M,19,47,34,74,56,Right,6'3
68,68,€30K,69,68,207lbs,€1M,26,65,55,73,46,Right,6'6
66,20,€3K,70,62,176lbs,€675K,23,64,60,55,42,Right,6'0
64,65,€3K,69,60,176lbs,€600K,21,49,55,60,48,Right,6'3
71,35,€7K,71,63,183lbs,€1.3M,27,43,47,58,39,Right,6'1
67,67,€6K,68,62,168lbs,€875K,25,62,60,58,39,Right,6'0
56,56,€2K,67,59,146lbs,€170K,20,56,48,57,58,Right,5'10
60,34,€500,70,56,154lbs,€275K,19,62,55,65,53,Right,5'9
61,49,€1K,73,49,165lbs,€350K,18,64,67,51,58,Right,5'11
58,34,€4K,72,52,154lbs,€275K,20,51,58,56,44,Left,5'9
65,54,€0,65,72,143lbs,€0,26,65,66,68,65,Right,5'7
60,31,€1K,66,59,154lbs,€220K,22,55,48,73,39,Left,5'10
70,69,€8K,70,64,185lbs,€1.4M,28,66,60,57,49,Right,6'2
63,67,€6K,70,58,152lbs,€475K,23,63,61,64,40,Right,5'7
62,35,€2K,67,52,165lbs,€325K,24,51,57,73,47,Right,6'0
60,25,€1K,64,53,163lbs,€200K,23,57,50,73,46,Left,6'1
64,65,€2K,77,56,179lbs,€775K,19,67,66,67,64,Right,6'3
76,50,€30K,76,75,196lbs,€0,36,66,27,67,52,Right,6'5
66,68,€15K,80,55,157lbs,€1.3M,19,67,67,58,61,Right,5'10
60,40,€1K,71,56,165lbs,€300K,19,61,61,73,61,Right,5'10
60,41,€2K,75,67,146lbs,€350K,17,65,58,74,62,Right,5'9
63,53,€2K,70,46,159lbs,€475K,20,64,65,64,52,Left,5'10
65,44,€3K,74,60,141lbs,€825K,21,71,74,64,65,Right,5'9
67,56,€15K,67,66,176lbs,€550K,29,50,26,66,34,Right,6'1
59,54,€5K,67,51,159lbs,€230K,21,62,60,49,64,Right,5'8
59,40,€1K,77,55,146lbs,€300K,17,59,57,65,61,Right,5'7
68,27,€4K,69,55,172lbs,€825K,26,57,33,71,46,Right,6'2
70,73,€10K,70,68,205lbs,€1.4M,27,59,57,69,50,Right,6'4
57,37,€4K,65,55,154lbs,€170K,20,55,57,54,53,Right,5'10
74,42,€40K,78,62,179lbs,€3.8M,23,54,45,59,37,Right,6'3
65,25,€4K,84,63,150lbs,€900K,18,62,59,83,34,Left,5'10
61,53,€2K,61,63,163lbs,€190K,27,62,56,55,48,Right,6'0
60,50,€1K,72,43,152lbs,€275K,19,59,56,72,53,Left,6'0
71,51,€10K,71,64,183lbs,€1.2M,30,47,25,74,47,Right,6'1
74,25,€20K,74,71,174lbs,€2M,32,64,30,51,52,Right,6'0
65,30,€5K,71,63,183lbs,€600K,21,58,63,75,44,Left,6'3
56,40,€2K,70,49,165lbs,€210K,20,45,52,64,46,Right,5'10
57,35,€1K,63,65,154lbs,€160K,22,56,54,45,57,Left,5'9
63,62,€3K,66,65,170lbs,€425K,24,61,68,53,53,Right,5'10
63,24,€4K,63,52,212lbs,€240K,30,41,37,60,55,Left,5'11
64,70,€5K,83,64,165lbs,€850K,18,63,59,54,59,Right,6'0
57,48,€2K,64,50,146lbs,€170K,23,52,50,63,57,Right,5'7
66,24,€4K,74,55,172lbs,€800K,20,63,42,60,30,Right,6'0
63,55,€2K,75,51,154lbs,€525K,18,61,66,75,60,Right,6'1
64,29,€3K,71,59,170lbs,€425K,18,58,30,58,58,Right,6'0
70,37,€9K,70,58,172lbs,€775K,32,55,64,67,57,Right,6'0
64,65,€3K,70,67,161lbs,€575K,21,67,66,66,53,Right,6'1
62,46,€5K,71,53,143lbs,€425K,22,68,58,65,61,Right,5'9
66,63,€4K,75,57,146lbs,€775K,18,70,70,49,58,Left,5'10
67,65,€6K,73,66,174lbs,€1M,23,66,64,62,51,Left,6'0
56,41,€3K,62,57,150lbs,€120K,21,61,62,70,57,Right,5'7
58,38,€2K,68,61,154lbs,€220K,20,56,60,57,54,Right,5'9
60,50,€500,71,47,148lbs,€275K,20,64,60,67,61,Right,5'9
65,55,€3K,69,57,150lbs,€675K,23,63,68,60,63,Right,5'7
61,35,€2K,66,62,152lbs,€300K,24,60,56,63,62,Right,5'11
61,33,€0,64,55,163lbs,€0,22,72,64,64,47,Left,6'0
74,27,€10K,77,73,181lbs,€3.7M,24,50,46,62,32,Right,6'0
66,60,€5K,66,63,174lbs,€550K,30,64,64,73,53,Right,6'2
66,60,€2K,74,59,165lbs,€900K,20,68,68,70,58,Right,6'1
64,58,€2K,71,56,161lbs,€600K,21,66,70,56,60,Right,5'11
66,26,€3K,66,58,176lbs,€500K,28,57,59,57,53,Right,6'5
64,64,€4K,65,61,154lbs,€500K,26,58,59,58,48,Right,6'2
59,27,€3K,65,62,163lbs,€190K,23,59,58,72,57,Right,5'9
64,65,€3K,73,58,161lbs,€675K,22,68,67,59,52,Right,5'11
60,62,€2K,60,52,168lbs,€190K,26,63,58,66,51,Right,6'1
62,65,€2K,62,52,159lbs,€275K,29,58,61,63,51,Right,5'10
62,39,€1K,70,54,163lbs,€350K,20,60,60,72,47,Left,6'0
56,52,€500,63,53,165lbs,€140K,23,55,56,65,52,Right,5'10
65,34,€4K,65,59,150lbs,€475K,29,74,79,65,50,Right,6'1
58,54,€3K,77,54,159lbs,€250K,18,62,64,41,56,Right,5'11
60,50,€1K,71,59,179lbs,€300K,19,64,61,52,63,Right,6'3
60,39,€1K,68,63,143lbs,€240K,19,66,49,58,62,Right,5'9
62,63,€2K,62,59,172lbs,€275K,30,63,52,86,49,Right,6'2
63,55,€500,78,60,157lbs,€625K,19,69,58,61,50,Right,5'11
66,64,€4K,67,58,168lbs,€750K,25,66,59,58,39,Left,6'0
58,52,€2K,61,50,154lbs,€160K,25,66,63,72,48,Right,5'9
65,62,€3K,65,59,187lbs,€350K,33,63,61,62,54,Right,6'3
55,29,€2K,64,55,152lbs,€110K,17,58,53,82,48,Right,5'9
63,33,€3K,63,65,161lbs,€275K,28,61,56,68,58,Right,5'10
64,59,€6K,74,59,141lbs,€700K,21,62,64,54,58,Left,5'10
70,20,€10K,70,64,176lbs,€1.1M,28,51,42,60,47,Right,5'11
59,46,€2K,65,44,161lbs,€210K,22,67,68,56,52,Right,6'1
62,29,€3K,68,59,152lbs,€325K,22,60,56,68,39,Left,5'9
69,33,€20K,69,66,168lbs,€800K,28,57,45,66,36,Right,6'3
59,52,€2K,68,55,150lbs,€240K,21,59,56,65,53,Right,5'8
65,67,€3K,65,58,176lbs,€525K,29,63,58,61,48,Right,6'1
64,20,€3K,74,61,152lbs,€500K,18,64,49,61,37,Left,5'9
63,66,€4K,64,56,174lbs,€400K,26,57,53,68,60,Right,6'0
67,61,€3K,74,60,150lbs,€1M,23,63,69,66,67,Right,5'8
